date_label,temp_max,temp_min,precip_sum
December,23.961290322580645,16.158944281524928,0.8442815249266862
January,25.770674486803518,17.474780058651024,0.4806451612903226
February,25.806109324758843,17.391639871382637,0.3163987138263666
